"Activity" "Subjects" "V4" "V5" "V6" "V7" "V8" "V9" "V44" "V45" "V46" "V47" "V48" "V49" "V84" "V85" "V86" "V87" "V88" "V89" "V124" "V125" "V126" "V127" "V128" "V129" "V164" "V165" "V166" "V167" "V168" "V169" "V202" "V203" "V215" "V216" "V228" "V229" "V241" "V242" "V254" "V255" "V269" "V270" "V271" "V272" "V273" "V274" "V348" "V349" "V350" "V351" "V352" "V353" "V427" "V428" "V429" "V430" "V431" "V432" "V504" "V505" "V517" "V518" "V530" "V531" "V543" "V544"
"LAYING" 11 -0.98477733 -0.972196873859649 -0.971311176842105 -0.986755605438597 -0.974316431578947 -0.97357199245614 -0.97956560245614 -0.990765579649123 -0.984192606315789 -0.980556499122807 -0.990911960526316 -0.984614473859649 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.987310479122807 -0.972930380701754 -0.982320962807018 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.983565520526316 -0.985131291052632 -0.961784696140351 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.985546507368421 -0.993499810175439 -0.988018702280702 -0.972891829473684 -0.976669260175439 -0.972891829473684 -0.976669260175439 -0.976504858596491 -0.979488937192982 -0.954713182807018 -0.951306616491228 -0.984476476666667 -0.987397279824561 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.98465262245614 -0.972683673859649 -0.970476367719298 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.983178937894737 -0.97447738 -0.981565272807018 -0.982424585438596 -0.982660631754386 -0.963183902982456 -0.977867391754386 -0.985201129298246 -0.962767783333333 -0.976037695614035 -0.973778327719298 -0.975126531403509 -0.972783665438597 -0.954849053508772 -0.960138593684211 -0.983569468245614 -0.983699675438596
"LAYING" 12 -0.95531868 -0.949072009333333 -0.9483338435 -0.958692528166667 -0.952123606166667 -0.949581700666667 -0.936458309333333 -0.974396492666667 -0.9596439555 -0.938340781833333 -0.9752695165 -0.960901616666667 -0.969276283333333 -0.962639526833333 -0.970629308166667 -0.970725078166667 -0.962458588 -0.971271002333333 -0.966090742 -0.953873893833333 -0.950157442166667 -0.9692430665 -0.959402710666667 -0.954635628333333 -0.9671982025 -0.965900370833333 -0.969953929666667 -0.971329147 -0.9705148305 -0.974280431 -0.936542686833333 -0.943210119333333 -0.936542686833333 -0.943210119333333 -0.962580915166667 -0.966619941333333 -0.935725715833333 -0.931929724666667 -0.962012018333333 -0.9667227685 -0.955207641833333 -0.9506400405 -0.948380833666667 -0.9560047545 -0.953558910166667 -0.951795638833333 -0.972820011166667 -0.964703656833333 -0.972713844666667 -0.965372294333333 -0.964404487166667 -0.969828580166667 -0.969254585333333 -0.955343675666667 -0.956424382333333 -0.961609583 -0.956810235666667 -0.949765447333333 -0.942133255166667 -0.941546681766667 -0.961653004 -0.958136656 -0.940373827666667 -0.9392190415 -0.961911612333333 -0.959499645666667
"LAYING" 13 -0.968891989354839 -0.950947949516129 -0.950392995483871 -0.971568146129032 -0.950125182258065 -0.949339227258065 -0.957875244677419 -0.975948136290323 -0.959892863709677 -0.95987646 -0.976088547903226 -0.961678706290323 -0.98541995 -0.980152342903226 -0.983070657419355 -0.987210445806452 -0.980369379354839 -0.982912614516129 -0.972143470322581 -0.96270462 -0.967350513709677 -0.973517339516129 -0.966440702096774 -0.968429988387097 -0.981404742903226 -0.978854747419355 -0.989801549193548 -0.985753869354839 -0.983335165806452 -0.991574429032258 -0.947944746612903 -0.95429775 -0.947944746612903 -0.95429775 -0.980066243387097 -0.98319171 -0.944687480967742 -0.939885001774194 -0.975113305645161 -0.978974535967742 -0.966960088387097 -0.947462328225806 -0.945852135806452 -0.973291638225806 -0.966002455322581 -0.961230048387097 -0.98707817516129 -0.981394261612903 -0.983670049354839 -0.983163389193548 -0.98146892983871 -0.982065861290323 -0.973446792419355 -0.959944126451613 -0.969797214516129 -0.973254978548387 -0.969021175645161 -0.972316827580645 -0.949431319193548 -0.954284213387097 -0.978044349516129 -0.97757439 -0.946133432096774 -0.952685936451613 -0.972798632258065 -0.972570188548387
"LAYING" 14 -0.917501887333333 -0.909697040980392 -0.900331921686275 -0.922298837568627 -0.910003690980392 -0.896314128431373 -0.862136937254902 -0.94877486372549 -0.90130385627451 -0.863035767843137 -0.949319130588235 -0.903176125882353 -0.971473557058824 -0.96812761745098 -0.972431855490196 -0.973696193529412 -0.967644129803922 -0.971675691960784 -0.957221015098039 -0.932499780588235 -0.952296965294118 -0.960216478627451 -0.941809192745098 -0.959152702352941 -0.970274962745098 -0.968042893529412 -0.979711372941176 -0.97504743627451 -0.973340594509804 -0.983236626470588 -0.856593119215686 -0.865148302156863 -0.856593119215686 -0.865148302156863 -0.966450909019608 -0.969971262156863 -0.913433185882353 -0.908800889215686 -0.964009921960784 -0.969584050588235 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.922832769019608 -0.924782269215686 -0.917566182509804 -0.973491388039216 -0.969113291372549 -0.97491443 -0.967606157647059 -0.970695698627451 -0.972339598235294 -0.959740488627451 -0.929955407058824 -0.957790479803922 -0.951883751960784 -0.935781678627451 -0.951935253137255 -0.859606047058823 -0.876208287843137 -0.963607433921569 -0.961536695294118 -0.917760104901961 -0.91693821627451 -0.963666018039216 -0.96228812
"LAYING" 15 -0.972255551527778 -0.962759422361111 -0.929586835277778 -0.974821673611111 -0.966085775416667 -0.929300165833333 -0.961509742916667 -0.986036192361111 -0.950710357083333 -0.962774019444444 -0.986530915277778 -0.951323638472222 -0.981739386805556 -0.970921587777778 -0.978402956527778 -0.984007704722222 -0.970860798472222 -0.978495638888889 -0.957167680694444 -0.961142911805556 -0.956537051666667 -0.96368606375 -0.967706054305556 -0.961363727083333 -0.97392395125 -0.980482834444444 -0.980112732777778 -0.978710762916667 -0.985227755972222 -0.983428113194444 -0.943314107916667 -0.949666685694444 -0.943314107916667 -0.949666685694444 -0.973644462777778 -0.977727082222222 -0.924043007638889 -0.922340505277778 -0.973650041666667 -0.978545891527778 -0.971718824583333 -0.964590430138889 -0.923923991944444 -0.9733485275 -0.964710310555556 -0.940709665 -0.983949290694444 -0.973215319722222 -0.980745097361111 -0.979138685972222 -0.972634881666667 -0.97828988625 -0.958224495416667 -0.959991907083333 -0.960015831111111 -0.951817028194444 -0.964473550277778 -0.955257261666667 -0.94550856 -0.947885954305556 -0.972530077916667 -0.970653822222222 -0.923682244861111 -0.928422001666667 -0.972645710694444 -0.971674881527778
"LAYING" 16 -0.973691429428571 -0.943061150285714 -0.965490276285714 -0.974437036714286 -0.941570618285714 -0.965316192142857 -0.963761977857143 -0.966087103857143 -0.967886002 -0.964981881714286 -0.967540465285714 -0.969228737142857 -0.988416723857143 -0.984867286857143 -0.987644127 -0.988500214571429 -0.984008158 -0.986897098285714 -0.977010769857143 -0.970747514 -0.984781484857143 -0.976903497285714 -0.972063241857143 -0.984809234571429 -0.985835459428571 -0.989046576 -0.994465157714286 -0.986822302857143 -0.990285671857143 -0.995136137 -0.957895927714286 -0.962725308285714 -0.957895927714286 -0.962725308285714 -0.987891003571429 -0.989288162428571 -0.959020036285714 -0.953565518857143 -0.988212425428571 -0.989730747857143 -0.971409075142857 -0.937083636714286 -0.962524372714286 -0.977683506285714 -0.960400865142857 -0.971470314428571 -0.989287359142857 -0.986215013 -0.988348904571429 -0.986900581 -0.986300460571429 -0.987168836285714 -0.977509583571429 -0.968135251857143 -0.985730995857143 -0.977681883285714 -0.976111927285714 -0.986513223428571 -0.958111895857143 -0.960269622571429 -0.98724716 -0.985167570857143 -0.958975084 -0.963656248 -0.988058401142857 -0.987092844714286
"LAYING" 17 -0.972960567323944 -0.944792875211268 -0.953476700140845 -0.97524074 -0.943799481690141 -0.951517657605634 -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.961383043098592 -0.96208538943662 -0.957710785492958 -0.981489017183099 -0.976960542816901 -0.98281300056338 -0.982174484366197 -0.975783956338028 -0.981870358591549 -0.975893061830986 -0.971484336197183 -0.976200771267606 -0.97784902 -0.97481927 -0.978236627323944 -0.980792372112676 -0.983135596619718 -0.988221713380282 -0.982452402394366 -0.985189483098592 -0.989820235774648 -0.948257993521127 -0.952567018732394 -0.948257993521127 -0.952567018732394 -0.980126745352113 -0.98174378084507 -0.959325498732394 -0.956335585211268 -0.982038121126761 -0.983713471830986 -0.972438525352113 -0.942791615915493 -0.950116956478873 -0.973878915774648 -0.954879993380282 -0.959099593380282 -0.983213244366197 -0.978343915774648 -0.983854158873239 -0.978823768309859 -0.978355048309859 -0.982713337042253 -0.977203498309859 -0.970627806901408 -0.978357126056338 -0.974239642676056 -0.974512114507042 -0.975978746056338 -0.949042531690141 -0.953155166760563 -0.979657231408451 -0.977635731830986 -0.96002383915493 -0.962943675352113 -0.981983437605634 -0.981054675352113
"LAYING" 18 -0.984527649230769 -0.986160920923077 -0.987658662307692 -0.985619913846154 -0.986056020307692 -0.987834078615385 -0.982715987538462 -0.994093522615385 -0.990957249538462 -0.983089310153846 -0.994170736923077 -0.991036737538462 -0.985921071076923 -0.985554339384615 -0.990660246153846 -0.986032578307692 -0.983914156153846 -0.989505096615385 -0.992872598 -0.984202872923077 -0.985108386307692 -0.992943644615385 -0.984962118769231 -0.985053457538462 -0.996104441384615 -0.990547638769231 -0.992548101846154 -0.996092236153846 -0.991116377692308 -0.992916991538462 -0.986464542615385 -0.988135346 -0.986464542615385 -0.988135346 -0.989526277538462 -0.990139056769231 -0.980560877846154 -0.978701801230769 -0.992153054 -0.992914792 -0.984321858307692 -0.986746450769231 -0.987224804307692 -0.985106123692308 -0.986864957076923 -0.987883715230769 -0.986641245846154 -0.986210701230769 -0.990744752923077 -0.983973453384615 -0.986512822 -0.989734837692308 -0.993019371692308 -0.983457774923077 -0.986483048153846 -0.992959560461538 -0.986156284 -0.986290341076923 -0.987648484461539 -0.985982565846154 -0.989710656769231 -0.987272124923077 -0.981468841692308 -0.982605601538462 -0.992737961692308 -0.991743037384615
"LAYING" 19 -0.965019579518072 -0.973449968554217 -0.984672837228916 -0.966065250481928 -0.974942059518072 -0.985129140481928 -0.958959611084337 -0.986993149638554 -0.988819031566265 -0.959901653373494 -0.98741807686747 -0.989084419156626 -0.983605223493976 -0.974524522650602 -0.988260181084337 -0.984671570240964 -0.976163574457831 -0.987281830240964 -0.981357611445783 -0.963617705662651 -0.973197523855422 -0.983350229277108 -0.963816893493976 -0.973531818313253 -0.976105663493976 -0.984607728915663 -0.986958363975904 -0.980639914578313 -0.986267270481928 -0.988090008433735 -0.963193489036145 -0.966179098915663 -0.963193489036145 -0.966179098915663 -0.980668287831325 -0.983827168674699 -0.955906646506024 -0.950544964457831 -0.980245510843374 -0.982729094578313 -0.962085001204819 -0.974832075662651 -0.984740998192771 -0.97272602626506 -0.976348243614458 -0.984352121566265 -0.985278006987952 -0.975964111566265 -0.988558703373494 -0.981621859879518 -0.975318550361446 -0.987233782530121 -0.983944795060241 -0.959831365783133 -0.975417523855422 -0.980554742289157 -0.972140566987952 -0.975814551204819 -0.964056773975904 -0.968460893012048 -0.979452188433735 -0.977153598313253 -0.957496024457831 -0.962316613614458 -0.97932784746988 -0.97831503313253
"LAYING" 20 -0.962249114705882 -0.964098180294118 -0.972571998382353 -0.964414126323529 -0.964690726323529 -0.972146792352941 -0.928674215147059 -0.976018476911765 -0.9765185525 -0.930141535588235 -0.976574815735294 -0.976820739705882 -0.984270728235294 -0.977002606764706 -0.984989224117647 -0.986051348382353 -0.976984834117647 -0.984995185735294 -0.984477414264706 -0.972941910294118 -0.972409893529412 -0.985761729705882 -0.977170597941176 -0.974153381911765 -0.989283577352941 -0.981540062058823 -0.986670534411765 -0.990280672352941 -0.984521649117647 -0.988524863970588 -0.939489444558824 -0.943963237808824 -0.939489444558824 -0.943963237808824 -0.980161687058824 -0.983516001176471 -0.962153597941176 -0.960549114264706 -0.981079301617647 -0.984525877647059 -0.960997907205882 -0.964960988382353 -0.971901324705882 -0.963679333676471 -0.969595156911765 -0.974268555 -0.986213883088235 -0.978451446764706 -0.985707806323529 -0.982195622941176 -0.978381800882353 -0.984335583529412 -0.985154588529412 -0.973092518088235 -0.974995267058824 -0.983019540735294 -0.974269391470588 -0.972426060588235 -0.9418940855 -0.946325052801471 -0.979565196911765 -0.976327301029412 -0.964205915441177 -0.965730693823529 -0.981986152941177 -0.980120932941177
"LAYING" 21 -0.955019866222222 -0.956959422222222 -0.945653787777778 -0.956999151 -0.959182927111111 -0.943878804444444 -0.945905270555556 -0.983732936111111 -0.952416332444444 -0.946880752222222 -0.984253904111111 -0.954246796111111 -0.984826520888889 -0.971584753222222 -0.983977644222222 -0.985904785222222 -0.972066779666667 -0.983356786222222 -0.975411857555556 -0.952147091444444 -0.981345430888889 -0.976540860555556 -0.952476280777778 -0.982574232111111 -0.984643717333333 -0.981998497777778 -0.988749495666667 -0.985676068333333 -0.984218568444444 -0.990367246444444 -0.942186431444444 -0.948401086333333 -0.942186431444444 -0.948401086333333 -0.978552618777778 -0.980999945444444 -0.949289148 -0.942641777555556 -0.982246471555556 -0.984139153666667 -0.950929451222222 -0.957258971111111 -0.940919006555556 -0.965318956111111 -0.960679713888889 -0.956419836888889 -0.987061376777778 -0.973164432777778 -0.984925270666667 -0.983367151777778 -0.973530706111111 -0.983796317 -0.976226919888889 -0.946599855444444 -0.983270707333333 -0.974203569444444 -0.963973943222222 -0.981580968444444 -0.944449070888889 -0.946628195 -0.977604878888889 -0.975974013888889 -0.949736575111111 -0.953274624 -0.982305117444444 -0.981990066777778
"LAYING" 22 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.951892509166667 -0.918505682777778 -0.945529331666667 -0.928781249027778 -0.958826938556944 -0.952435389166667 -0.9301109425 -0.959625274180556 -0.954239758611111 -0.970355191527778 -0.955151526805556 -0.974527011944444 -0.974091655972222 -0.958784334027778 -0.974965619305556 -0.956641905833333 -0.9618849625 -0.933251870694444 -0.962410074444444 -0.96611163125 -0.936912960972222 -0.972092602916667 -0.980484171388889 -0.978636301805555 -0.976485437361111 -0.983827030138889 -0.981930647361111 -0.909407761152778 -0.917642628402778 -0.909407761152778 -0.917642628402778 -0.959849821805556 -0.964046739583333 -0.923911565972222 -0.916688690138889 -0.974201690972222 -0.9763915825 -0.945656808055556 -0.912562856666667 -0.941163951388889 -0.951341364027778 -0.924427636944444 -0.948864435 -0.974126068055556 -0.9589609575 -0.976833164027778 -0.966695239027778 -0.959293346527778 -0.974692134861111 -0.958030986944444 -0.960711254583333 -0.936965638611111 -0.952677292638889 -0.965061702638889 -0.94018541625 -0.913267251263889 -0.920659416944444 -0.955635614444444 -0.957782481388889 -0.923552358194444 -0.932371164583333 -0.972789020833333 -0.974043669583333
